objectid,title,type,date,archival_date,towns_covered,county_covered,display_template,format
directories1091,Sun Valley,phone book,1977,1977-1978,Sun Valley; Ketchum; Elkhorn; Hailey; Bellevue; Stanley; Carey,,record,record
directories1092,Sun Valley,phone book,1983,1983,Sun Valley; Ketchum; Elkhorn; Hailey; Bellevue; Stanley; Carey,,record,record
directories1093,Sun Valley,phone book,1985,1985,Sun Valley; Ketchum; Elkhorn; Hailey; Bellevue; Stanley; Carey,,record,record
directories1094,Sun Valley,phone book,1986,1986,Sun Valley; Ketchum; Elkhorn; Hailey; Bellevue; Stanley; Carey,,record,record
directories1095,Sun Valley,phone book,1988,1988,Sun Valley; Ketchum; Elkhorn; Hailey; Bellevue; Stanley; Carey,,record,record
directories1096,Troy,phone book,1959,1959,Troy; Moscow; Bovill; Elk River; Deary; Genesee; Potlatch,,record,record
directories1097,Troy,phone book,1965,1965,Troy; Moscow; Bovill; Elk River; Deary; Genesee; Potlatch,,record,record
directories1098,Troy,phone book,1966,1966,Troy; Moscow; Bovill; Elk River; Deary; Genesee; Potlatch,,record,record
directories1099,Troy,phone book,1968,1968,Troy; Moscow; Bovill; Elk River; Deary; Genesee; Potlatch,,record,record
directories1100,Troy,phone book,1970,1970,Troy; ,,record,record
directories1101,Troy,phone book,1971,1971,Troy; ,,record,record
directories1102,Troy,phone book,1972,1972,Troy; ,,record,record
directories1103,Troy,phone book,1973,1973,Troy; ,,record,record
directories1104,Troy,phone book,1974,1974-1975,Troy; Moscow; Bovill; Elk River; Deary; Genesee; Potlatch,,record,record
directories1105,Troy,phone book,1974,1974-1975,Troy; ,,record,record
directories1106,Troy,phone book,1976,1976,Troy; Moscow; Bovill; Elk River; Deary; Genesee; Potlatch,,record,record
directories1107,Troy,phone book,1978,1978,Troy; Moscow; Bovill; Elk River; Deary; Genesee; Potlatch,,record,record
directories1108,Troy,phone book,1981,1981,Troy; Moscow; Bovill; Elk River; Deary; Genesee; Potlatch,,record,record
directories1109,Troy,phone book,1982,1982,Troy; Moscow; Bovill; Elk River; Deary; Genesee; Potlatch,,record,record
directories1110,Troy,phone book,1984,1984,Troy; Moscow; Bovill; Elk River; Deary; Genesee; Potlatch,,,record
directories1111,Twin Falls,phone book,1947,1947,Twin Falls; Buhl; Castleford; Eden; Filer; Hazelton; Kimberly; Murtaugh,,,record
directories1112,Twin Falls,phone book,1949,1949,Twin Falls; Buhl; Castleford; Eden; Filer; Hazelton; Kimberly; Murtaugh,,,record
directories1113,Twin Falls,phone book,1952,1952,Twin Falls; Buhl; Castleford; Filer; Kimberly; Murtaugh,,,record
directories1114,Twin Falls,phone book,1954,1954,Twin Falls; Bliss; Buhl; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hazelton; Jerome; Ketchum; Kimberly; Murtaugh; Shoshone; Wendell,,,record
directories1115,Twin Falls,directory,1955,1955,Twin Falls; Buhl; Amsterdam; Castleford; Filer; Hansen; Kimberly; Rock Creek; Rogerson; Roseworth,Twin Falls County,,record
directories1116,Twin Falls,phone book,1956,1956,Twin Falls; Bliss; Buhl; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hazelton; Jerome; Ketchum; Kimberly; Murtaugh; Shoshone; Wendell; Hansen,,,record
directories1117,Twin Falls,phone book,1957,1957,Twin Falls; Bliss; Buhl; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hazelton; Jerome; Ketchum; Kimberly; Murtaugh; Shoshone; Wendell; Hansen,,,record
directories1118,Twin Falls,directory,1957,1957,Twin Falls; Buhl; Castleford; Filer; Hansen; Kimberly; Murtaugh; Rock Creek; Rogerson; Roseworth,Twin Falls County,,record
directories1119,Twin Falls,phone book,1958,1958,Twin Falls; Bliss; Buhl; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hazelton; Jerome; Ketchum; Kimberly; Hansen; Murtaugh; Richfield; Shoshone; Wendell,,,record
directories1120,Twin Falls,phone book,1959,1959,Twin Falls; Bliss; Buhl; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hazelton; Hollister; Jerome; Ketchum; Kimberly; Hansen; Murtaugh; Richfield; Shoshone; Wendell,,,record
directories1121,Twin Falls,directory,1959,1959,Twin Falls; Buhl; Castleford; Filer; Hansen; Kimberly; Murtaugh; Rock Creek; Rogerson; Roseworth,Twin Falls County,,record
directories1122,Twin Falls,phone book,1961,1961,Twin Falls; Bliss; Buhl; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hazelton; Hollister; Jerome; Ketchum; Kimberly; Hansen; Murtaugh; Richfield; Shoshone; Wendell,,,record
directories1123,Twin Falls,directory,1961,1961,Twin Falls; Buhl; Castleford; Filer; Hansen; Kimberly; Murtaugh; Rock Creek; Rogerson; Roseworth,Twin Falls County,,record
directories1124,Twin Falls,directory,1962,1962,Twin Falls; Buhl; Castleford; Filer; Hansen; Kimberly; Murtaugh; Rock Creek; Rogerson; Roseworth,Twin Falls County,,record
directories1125,Twin Falls,phone book,1963,1963,Twin Falls; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hazelton; Hollister; Jerome; Ketchum; Kimberly; Hansen; Murtaugh; Richfield; Shoshone; Stanley; Wendell,,,record
directories1126,Twin Falls,directory,1963,1963,Twin Falls; Buhl; Castleford; Filer; Hansen; Kimberly; Murtaugh; Rock Creek; Rogerson; Roseworth,Twin Falls County,,record
directories1127,Twin Falls,phone book,1964,1964,Twin Falls; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hazelton; Hollister; Jerome; Ketchum; Kimberly; Hansen; Murtaugh; Richfield; Shoshone; Stanley; Wendell,,,record
directories1128,Twin Falls,phone book,1965,1965,Twin Falls; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hazelton; Hollister; Jerome; Ketchum; Kimberly; Hansen; Murtaugh; Richfield; Shoshone; Stanley; Wendell,,,record
directories1129,Twin Falls,directory,1965,1965,Twin Falls; Buhl; Castleford; Filer; Hansen; Kimberly; Murtaugh; Rock Creek; Rogerson; Roseworth,Twin Falls County,,record
directories1130,Twin Falls,directory,1966,1966,Twin Falls; Buhl; Filer; Kimberly; Hagerman; Hansen; Castleford; Jerome; Murtaugh; Bliss; Burley; Rogerson; ,Twin Falls County,,record
directories1131,Twin Falls,phone book,1967,1967,Twin Falls; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hazelton; Hollister; Jerome; Ketchum; Kimberly; Hansen; Murtaugh; Richfield; Shoshone; Stanley; Wendell,,,record
directories1132,Twin Falls,directory,1967,1967,Twin Falls; Buhl; Filer; Kimberly; Hagerman; Hansen; Castleford; Jerome; Murtaugh; Bliss; Burley; Rogerson; ,Twin Falls County,,record
directories1133,Twin Falls,phone book,1968,1968,Twin Falls; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hazelton; Hollister; Jerome; Ketchum; Sun Valley; Kimberly; Hansen; Murtaugh; Richfield; Shoshone; Stanley; Wendell,,,record
directories1134,Twin Falls,directory,1968,1968,Twin Falls; Buhl; Filer; Kimberly; Hagerman; Hansen; Castleford; Jerome; Murtaugh; Bliss; Burley; Rogerson; ,Twin Falls County,,record
directories1135,Twin Falls,phone book,1969,1969,Twin Falls; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hazelton; Hollister; Jerome; Ketchum; Sun Valley; Kimberly; Hansen; Murtaugh; Richfield; Shoshone; Stanley; Wendell,,,record
directories1136,Twin Falls,directory,1969,1969,Twin Falls; Buhl; Filer; Kimberly; Hagerman; Hansen; Castleford; Jerome; Murtaugh; Bliss; Burley; Rogerson; ,Twin Falls County,,record
directories1137,Twin Falls,phone book,1970,1970,Twin Falls; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hazelton; Hollister; Jerome; Ketchum; Sun Valley; Kimberly; Hansen; Murtaugh; Richfield; Shoshone; Stanley; Wendell,,,record
directories1138,Twin Falls,phone book,1971,1971,Twin Falls; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hazelton; Hollister; Jerome; Ketchum; Sun Valley; Kimberly; Hansen; Murtaugh; Richfield; Shoshone; Stanley; Wendell,,,record
directories1139,Twin Falls,directory,1973,1973,Twin Falls; Buhl; Filer; Kimberly; Hagerman; Hansen; Castleford; Jerome; Murtaugh; Bliss; Burley; Rogerson; ,Twin Falls County,,record
directories1140,Twin Falls,phone book,1974,1974,Twin Falls; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hazelton; Hollister; Jerome; Ketchum; Sun Valley; Kimberly; Hansen; Murtaugh; Richfield; Shoshone; Stanley; Wendell,,,record
directories1141,Twin Falls,directory,1974,1974,Twin Falls; Buhl; Filer; Kimberly; Hagerman; Hansen; Castleford; Jerome; Murtaugh; Bliss; Burley; Rogerson; ,Twin Falls County,,record
directories1142,Twin Falls,phone book,1975,1975,Twin Falls; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hazelton; Hollister; Jerome; Ketchum; Sun Valley; Kimberly; Hansen; Murtaugh; Richfield; Shoshone; Stanley; Wendell,,,record
directories1143,Twin Falls,directory,1975,1975,Twin Falls; Buhl; Filer; Kimberly; Hagerman; Hansen; Castleford; Jerome; Murtaugh; Bliss; Burley; Rogerson; ,Twin Falls County,,record
directories1144,Twin Falls,directory,1976,1976,Twin Falls; Buhl; Filer; Kimberly; Hagerman; Hansen; Castleford; Jerome; Murtaugh; Bliss; Burley; Rogerson; ,Twin Falls County,,record
directories1145,Twin Falls,phone book,1976,1976,Twin Falls; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hazelton; Hollister; Jerome; Ketchum; Sun Valley; Kimberly; Hansen; Murtaugh; Richfield; Shoshone; Stanley; Wendell,,,record
directories1146,Twin Falls,phone book,1977,1977,Twin Falls; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hazelton; Hollister; Jerome; Ketchum; Sun Valley; Kimberly; Hansen; Murtaugh; Richfield; Shoshone; Stanley; Wendell,,,record
directories1147,Twin Falls,phone book,1979,1979,Twin Falls; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hazelton; Hollister; Jerome; Ketchum; Sun Valley; Kimberly; Hansen; Murtaugh; Richfield; Shoshone; Stanley; Wendell,,,record
directories1148,Twin Falls,phone book,1981,1981,Twin Falls; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hazelton; Hollister; Jerome; Ketchum; Sun Valley; Kimberly; Hansen; Murtaugh; Richfield; Shoshone; Stanley; Wendell,,,record
directories1149,Twin Falls,directory,1981,1981,Twin Falls; Buhl; Filer; Kimberly; Hagerman; Hansen; Castleford; Jerome; Murtaugh; Bliss; Burley; Rogerson; ,Twin Falls County,,record
directories1150,Twin Falls,phone book,1982,1982,Twin Falls; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Bellevue; Hazelton; Hollister; Jerome; Ketchum; Sun Valley; Kimberly; Hansen; Murtaugh; Richfield; Shoshone; Stanley; Wendell; Three Creek,,,record
directories1151,Twin Falls,directory,1983,1983,Twin Falls; Buhl; Filer; Kimberly; Hagerman; Hansen; Castleford; Jerome; Murtaugh; Bliss; Burley; Rogerson; ,Twin Falls County,,record
directories1152,Twin Falls,phone book,1983,1983,Twin Falls; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Bellevue; Hazelton; Hollister; Jerome; Ketchum; Sun Valley; Kimberly; Hansen; Murtaugh; Richfield; Shoshone; Stanley; Wendell; Three Creek,,,record
directories1153,Twin Falls,directory,1984,1984,Twin Falls; Buhl; Filer; Kimberly; Hagerman; Hansen; Castleford; Jerome; Murtaugh; Bliss; Burley; Rogerson; ,Twin Falls County,,record
directories1154,Twin Falls,directory,1988,1988,Twin Falls; Buhl; Filer; Kimberly; Hagerman; Hansen; Castleford; Jerome; Murtaugh; Bliss; Burley; Rogerson; ,Twin Falls County,,record
directories1155,Twin Falls,phone book,1987,1987-1988,Twin Falls; Bellevue; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hansen; Hazelton; Hollister; Jerome; Ketchum; Kimberly; Murtaugh; Richfield; Shoshone; Stanley; Sun Valley; Three Creek; Wendell,,,record
directories1156,Twin Falls,phone book,1986,1986,Twin Falls; Bellevue; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hansen; Hazelton; Hollister; Jerome; Ketchum; Kimberly; Murtaugh; Richfield; Shoshone; Stanley; Sun Valley; Three Creek; Wendell,,,record
directories1157,Twin Falls,phone book,1985,1985,Twin Falls; Bellevue; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hansen; Hazelton; Hollister; Jerome; Ketchum; Kimberly; Murtaugh; Richfield; Shoshone; Stanley; Sun Valley; Three Creek; Wendell,,,record
directories1158,Twin Falls,phone book,1984,1984,Twin Falls; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Bellevue; Hazelton; Hollister; Jerome; Ketchum; Sun Valley; Kimberly; Hansen; Murtaugh; Richfield; Shoshone; Stanley; Wendell; Three Creek,,,record
directories1159,Twin Falls,phone book,1988,1988-1989,Twin Falls; Bellevue; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hansen; Hazelton; Hollister; Jerome; Ketchum; Kimberly; Murtaugh; Richfield; Shoshone; Stanley; Sun Valley; Three Creek; Wendell,,,record
directories1160,Twin Falls,phone book,1989,1989-1990,Twin Falls; Bellevue; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hansen; Hazelton; Hollister; Jerome; Ketchum; Kimberly; Murtaugh; Richfield; Shoshone; Stanley; Sun Valley; Three Creek; Wendell,,,record
directories1161,Twin Falls,phone book,1990,1990-1991,Twin Falls; Bellevue; Bliss; Buhl; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey; Hansen; Hazelton; Hollister; Jerome; Ketchum; Kimberly; Murtaugh; Richfield; Shoshone; Stanley; Sun Valley; Three Creek; Wendell,,,record
directories1162,Twin Falls,phone book,1991,1991-1992,Twin Falls; Acequia; Albion; Almo; Bellevue; Bliss; Buhl; Burley; Carey; Castleford; Declo; Dietrich; Eden; Elba; Filer; Gannett; Gooding; Hagerman; Hailey; Hansen; Hazelton; Heyburn; Hollister; Jerome; Ketchum; Kimberly; Malta; Minidoka; Murtaugh; Norland; Oakley; Paul; Picabo; Raft River; Richfield; Rogerson; Rupert; Shoshone; Stanley; Sun Valley; Three Creek; Wendell,,,record
directories1163,Twin Falls,phone book,1992,1992-1993,Twin Falls; Acequia; Albion; Almo; Bellevue; Bliss; Buhl; Burley; Carey; Castleford; Declo; Dietrich; Eden; Elba; Filer; Gannett; Gooding; Hagerman; Hailey; Hansen; Hazelton; Heyburn; Hollister; Jerome; Ketchum; Kimberly; Malta; Minidoka; Murtaugh; Norland; Oakley; Paul; Picabo; Raft River; Richfield; Rogerson; Rupert; Shoshone; Stanley; Sun Valley; Three Creek; Wendell,,,record
directories1164,Twin Falls,phone book,1994,1994-1995,Twin Falls; Acequia; Albion; Almo; Bellevue; Bliss; Buhl; Burley; Carey; Castleford; Declo; Dietrich; Eden; Elba; Filer; Gannett; Gooding; Hagerman; Hailey; Hansen; Hazelton; Heyburn; Hollister; Jerome; Ketchum; Kimberly; Malta; Minidoka; Murtaugh; Norland; Oakley; Paul; Picabo; Raft River; Richfield; Rogerson; Rupert; Shoshone; Stanley; Sun Valley; Three Creek; Wendell,,,record
directories1165,Twin Falls,phone book,1995,1995-1996,Twin Falls; Acequia; Albion; Almo; Bellevue; Bliss; Buhl; Burley; Carey; Castleford; Declo; Dietrich; Eden; Elba; Filer; Gannett; Gooding; Hagerman; Hailey; Hansen; Hazelton; Heyburn; Hollister; Jerome; Ketchum; Kimberly; Malta; Minidoka; Murtaugh; Norland; Oakley; Paul; Picabo; Raft River; Richfield; Rogerson; Rupert; Shoshone; Stanley; Sun Valley; Three Creek; Wendell,,,record
directories1166,Twin Falls,phone book,1996,1996-1997,Twin Falls; Acequia; Albion; Almo; Bellevue; Bliss; Buhl; Burley; Carey; Castleford; Declo; Dietrich; Eden; Elba; Filer; Gannett; Gooding; Hagerman; Hailey; Hansen; Hazelton; Heyburn; Hollister; Jerome; Ketchum; Kimberly; Malta; Minidoka; Murtaugh; Norland; Oakley; Paul; Picabo; Raft River; Richfield; Rogerson; Rupert; Shoshone; Stanley; Sun Valley; Three Creek; Wendell,,,record
directories1167,Twin Falls,phone book,1998,1998-1999,Twin Falls; Acequia; Albion; Almo; Bellevue; Bliss; Buhl; Burley; Carey; Castleford; Declo; Dietrich; Eden; Elba; Filer; Gannett; Gooding; Hagerman; Hailey; Hansen; Hazelton; Heyburn; Hollister; Jerome; Ketchum; Kimberly; Malta; Minidoka; Murtaugh; Norland; Oakley; Paul; Picabo; Raft River; Richfield; Rogerson; Shoshone; Stanley; Sun Valley; Three Creek; Wendell,,,record
directories1168,Twin Falls,phone book,1999,1999-2000,Twin Falls; Acequia; Albion; Almo; Bellevue; Bliss; Buhl; Burley; Carey; Castleford; Declo; Dietrich; Eden; Elba; Fairfield; Filer; Gannett; Gooding; Hagerman; Hailey; Hansen; Hazelton; Heyburn; Hollister; Jerome; Ketchum; Kimberly; Malta; Minidoka; Murtaugh; Norland; Oakley; Paul; Picabo; Raft River; Richfield; Rogerson; Shoshone; Stanley; Sun Valley; Three Creek; Wendell,,,record
directories1169,Twin Falls,phone book,2000,2000-2001,Twin Falls; Acequia; Albion; Almo; Bellevue; Bliss; Buhl; Burley; Carey; Castleford; Declo; Dietrich; Eden; Elba; Fairfield; Filer; Gannett; Gooding; Hagerman; Hailey; Hansen; Hazelton; Heyburn; Hollister; Jerome; Ketchum; Kimberly; Malta; Minidoka; Murtaugh; Norland; Oakley; Paul; Picabo; Raft River; Richfield; Rogerson; Shoshone; Stanley; Sun Valley; Three Creek; Wendell,,,record
directories1170,Twin Falls,phone book,2001,2001-2002,Twin Falls; Acequia; Albion; Almo; Bellevue; Bliss; Buhl; Burley; Carey; Castleford; Declo; Dietrich; Eden; Elba; Fairfield; Filer; Gannett; Gooding; Hagerman; Hailey; Hansen; Hazelton; Heyburn; Hollister; Jerome; Ketchum; Kimberly; Malta; Minidoka; Murtaugh; Norland; Oakley; Paul; Picabo; Raft River; Richfield; Rogerson; Shoshone; Stanley; Sun Valley; Three Creek; Wendell,,,record
directories1171,Twin Falls,phone book,2002,2002-2003,Twin Falls; Acequia; Albion; Almo; Bellevue; Bliss; Buhl; Burley; Carey; Castleford; Declo; Dietrich; Eden; Elba; Fairfield; Filer; Gannett; Gooding; Hagerman; Hailey; Hansen; Hazelton; Heyburn; Hollister; Jerome; Ketchum; Kimberly; Malta; Minidoka; Murtaugh; Norland; Oakley; Paul; Picabo; Raft River; Richfield; Rogerson; Shoshone; Stanley; Sun Valley; Three Creek; Wendell,,,record
directories1172,Twin Falls,phone book,2004,2004-2005,Twin Falls; Acequia; Albion; Almo; Bellevue; Bliss; Buhl; Burley; Carey; Castleford; Declo; Dietrich; Eden; Elba; Fairfield; Filer; Gannett; Gooding; Hagerman; Hailey; Hansen; Hazelton; Heyburn; Hollister; Jerome; Ketchum; Kimberly; Malta; Minidoka; Murtaugh; Norland; Oakley; Paul; Picabo; Raft River; Richfield; Rogerson; Shoshone; Stanley; Sun Valley; Three Creek; Wendell,,,record
directories1173,Kootenai County,directory,1905,1905,Coeur d'Alene; Harrison; Priest River; Rathdrum; Sandpoint; Bonners Ferry; Athol; Post Falls; Copeland; Cataldo; St. Maries; Greenacres; Medimont; Hope; Wrencoe; Colburn; Sagle; Laclede; Clark Fork; Mica; Bellgrove; Dudley; Iola; Hauser; Fernwood,Kootenai County; Shoshone County,,record
directories1174,Wallace,directory,1908,1908,Wallace; Mullan; Wardner; Burke; Carson; Clarkia; Delta; Enaville; Gem; Kellogg; Kingston; Mace; Murray; Osburn; Black Bear,Shoshone County,,record
directories1175,Wallace,directory,1910,1910-1911,Wallace; Mullan; Wardner; Burke; Carson; Clarkia; Delta; Enaville; Gem; Kellogg; Kingston; Mace; Murray; Osburn; Black Bear,Shoshone County,,record
directories1176,Jackson Hole,phone book,1994,1994-1995,Jackson Hole; Driggs; Felt; Tetonia; Tygee Valley,,,record
directories1177,Jackson Hole,phone book,1995,1995-1996,Jackson Hole; Driggs; Felt; Tetonia; Tygee Valley; Victor,,,record
directories1178,Interstate Utilities Company,phone book,1928,1928-1929,Coeur d'Alene; Priest River; Moscow; Orofino; Weippe; Wallace; Kellogg; Mullan; Sandpoint; Bonners Ferry; Troy; St. Maries; Harrison; Elk River; Worley; Plummer; Bovill; Post Falls; Spirit Lake; Rathdrum; Potlatch; Peck,,,record
directories1179,Interstate Utilities Company,phone book,1929,1929,Moscow; Potlatch; Elk River; Bovill; Orofino; Weippe; Peck; Sandpoint; Bonners Ferry; Rathdrum; Spirit Lake; Priest River; Troy; Coeur d'Alene; Post Falls; Wallace; Mullan; Kellogg; St. Maries; Harrison; Worley; Plummer,,,record
directories1180,Interstate Utilities Company,phone book,1930,1930,Moscow; Potlatch; Elk River; Bovill; Orofino; Weippe; Peck; Sandpoint; Bonners Ferry; Rathdrum; Spirit Lake; Priest River; Troy; Coeur d'Alene; Post Falls; Wallace; Mullan; Kellogg; St. Maries; Harrison; Worley; Plummer,,,record
directories1181,Latah County,directory,1905,1905,Anderson; Avon; Collins; Cora; Crescent; Freese; Genesee; Ivy; Jansville; Juliaetta; Kendrick; Linden; Moscow; Nora; Park; Princeton; Taney; Troy; Viola; Ahsahka; Blake; Cameron; Cavendish; Chesley; Culdesac; Dent; Dublin; Fairburn; Fletcher; Forest; Fraser; Greer; Ilo; Kamiah; Kippen; Lapwai; Leland; Lenore; Lewiston; Melrose; Mohler; Myrtle; Nezperce; Orofino; Peck; Pierce; Rosetta; Russell; Slickpoo; Southwick; Spalding; Steele; Summit; Teakeman; Webb; Weippe; Willola; Winchester,Latah County; Nez Perce County,,record
directories1182,Latah County,directory,1912,1912-1913,Lewiston; Moscow; Bovill; Culdesac; Deary; Elk River; Genesee; Gifford; Ilo; Kamiah; Kendrick; Lapwai; Nezperce; Orofino; Peck; Princeton; Reubens; Troy; Vollmer,Clearwater County; Latah County; Lewis County; Nez Perce County,,record
directories1183,Latah County,directory,1913,1913-1914,Lewiston; Moscow; Bovill; Culdesac; Deary; Elk River; Genesee; Gifford; Ilo; Kamiah; Kendrick; Lapwai; Nezperce; Orofino; Peck; Princeton; Reubens; Troy; Vollmer,Clearwater County; Latah County; Lewis County; Nez Perce County,,record
directories1184,Moscow,phone book,1920,1920,Moscow; ,,,record
directories1185,Latah County,directory,1921,1921-1922,Genesee; Kendrick; Moscow; Troy,Latah County,,record
directories1186,Moscow,phone book,1921,1921,Moscow; ,,,record
directories1187,Moscow,phone book,1922,1922,Moscow; ,,,record
directories1188,Moscow,phone book,1923-06,1923-06,Moscow; ,,,record
directories1189,Moscow,phone book,1923-12,1923-12,Moscow; ,,,record
directories1190,Moscow,phone book,1924,1924,Moscow; ,,,record
directories1191,Moscow,phone book,1925,1925,Moscow; ,,,record
directories1192,Moscow,phone book,1926,1926,Moscow; ,,,record
directories1193,Moscow,phone book,1926,1926,Moscow; Peck; Potlatch; Weippe; Greer; Orofno; Bovill; Elk River; Deary; ,,,record
directories1194,Moscow,phone book,1926,1926,Moscow; Orofino; Peck; Weippe; Potlatch,,,record
directories1195,Moscow,phone book,1927,1927,Moscow; Bovill,,,record
directories1196,Moscow,phone book,1927,1927,Moscow; ,,,record
directories1197,Moscow,phone book,1927,1927-1928,Moscow; Orofino; Potlatch; Peck; Bovill; Elk River; Weippe,,,record
directories1198,Moscow,phone book,1930-05,1930-05,Moscow; Potlatch; Bovill; Orofino; Weippe; Peck; Elk River,,,record
directories1199,Moscow,phone book,1930-11,1930-11,Moscow; ,,,record
directories1200,Moscow,phone book,1931,1931,Moscow; Peck; Weippe; Bovill; Deary; Genesee; Potlatch; Elk River; Orofino,,,record
directories1201,Moscow,phone book,1932-05,1932-05,Moscow; Orofino; Elk River; Potlatch; Genesee; Deary; Bovill; Weippe; Peck,,,record
directories1202,Moscow,phone book,1932-11,1932-11,Moscow; Peck; Weippe; Bovill; Deary; Genesee; Potlatch; Elk River; Orofino,,,record
directories1203,Moscow,phone book,1933-05,1933-05,Moscow; Deary; Genesee; Potlatch; Orofino,,,record
directories1204,Moscow,phone book,1933-11,1933-11,Moscow; Orofino; Potlatch; Genesee; Deary,,,record
directories1205,Moscow,phone book,1934,1934,Moscow; Elk River; Bovill; Peck; Weippe; Deary; Genesee; Potlatch; Orofino,,,record
directories1206,Moscow,phone book,1935,1935,Moscow; Potlatch; Elk River; Weippe; Orofino; Deary; Bovill; Peck; Genesee,,,record
directories1207,Moscow,phone book,1936,1936,Moscow; Genesee; Potlatch,,,record
directories1208,Moscow,phone book,1937-05,1937-05,Moscow; Potlatch; Genesee; Bovill; Deary; Elk River,,,record
directories1209,Moscow,phone book,1937-11,1937-11,Moscow; Potlatch; Genesee; Bovill; Deary; Elk River,,,record
directories1210,Moscow,phone book,1938-05,1938-05,Moscow; Potlatch; Genesee; Bovill; Deary; Elk River,,,record
directories1211,Moscow,phone book,1938-11,1938-11,Moscow; Potlatch; Genesee; Bovill; Deary; Elk River,,,record
directories1212,Moscow,phone book,1939-05,1939-05,Moscow; Potlatch; Genesee; Bovill; Deary; Elk River,,,record
directories1213,Moscow,phone book,1939-11,1939-11,Moscow; Potlatch; Genesee; Bovill; Deary; Elk River,,,record
directories1214,Moscow,phone book,1940,1940,Moscow; Potlatch; Genesee; Bovill; Deary,,,record
directories1215,Moscow,phone book,1941-05,1941-05,Moscow; Potlatch; Genesee; Bovill; Deary,,,record
directories1216,Moscow,phone book,1941-11,1941-11,Moscow; Potlatch; Genesee; Bovill; Deary,,,record
directories1217,Moscow,phone book,1942-05,1942-05,Moscow; Potlatch; Genesee; Bovill; Deary,,,record
directories1218,Moscow,phone book,1942-11,1942-11,Moscow; Potlatch; Genesee; Bovill; Deary,,,record
directories1219,Moscow,phone book,1943,1943,Moscow; Potlatch; Genesee; Bovill; Deary,,,record
directories1220,Moscow,phone book,1944,1944,Moscow; Potlatch; Genesee; Bovill; Deary,,,record
directories1221,Moscow,phone book,1945,1945,Moscow; Potlatch; Genesee; Bovill; Deary,,,record
directories1222,Moscow,phone book,1946,1946,Moscow; Potlatch; Genesee; Bovill; Deary,,,record
directories1223,Moscow,phone book,1947,1947,Moscow; Potlatch; Genesee; Bovill; Deary,,,record
directories1224,Moscow,phone book,1948,1948,Moscow; Potlatch; Genesee; Bovill; Deary,,,record
directories1225,Moscow,phone book,1949,1949,Moscow; Potlatch; Genesee; Bovill; Deary,,,record
directories1226,Moscow,phone book,1950-09,1950-09,Moscow; ,,,record
directories1227,Moscow,phone book,1950-11,1950-11,Moscow; Potlatch; Genesee; Bovill; Deary,,,record
directories1228,Moscow,phone book,1951,1951,Moscow; Potlatch; Genesee; Bovill; Deary,,,record
